prof_code,prof_name
16093,Оператор трубчатой печи
16095,Оператор трясильной машины
16097,Оператор турбосмесителя
16099,Оператор тянульной машины
16101,Оператор узла посыпки и охлаждения
16103,Оператор узловязальной машины
16105,Оператор укладчика-разборщика асбестоцементных изделий
19137,Тестовод
16107,Оператор ультразвуковых установок
16109,Оператор ускорительной установки
16111,Оператор установки бестарного хранения сырья
16113,Оператор установки витаминизации дрожжей
16115,Оператор установки волокнообразования
16117,Оператор установки вымерения объема
16119,Оператор установки изготовления гофрированных листовых стеклопластиков
16121,Оператор установки минераловатных цилиндров
16123,Оператор установки по сушке осадка
16125,Оператор установок по тепловой обработке бетона
16127,Оператор установки ТВЧ
16129,Оператор установки теплоизоляционного шнура
16131,Оператор установок изготовления сотовых пакетов
16133,Оператор установок изготовления стеклопластиковых конструкций
16135,Оператор установок и линий обработки пиломатериалов
16137,Оператор установок пескоструйной очистки
16139,Оператор установок по нанесению покрытий в вакууме
16141,Оператор установок по обезвоживанию осадка
16143,Оператор установок синтеза алмазов и сверхтвердых материалов
16145,Оператор фацетного станка
16147,Оператор формования ленты стекла
16149,Оператор формирующей машины
16151,Оператор фотоавтоматов
16153,Оператор фотонаборных автоматов
16155,Оператор хлораторной установки
16157,Оператор холстовытяжной машины
16159,Оператор централизованной мойки
16161,Оператор центрального пульта управления в производстве древесных и костровых плит
16163,Оператор цехов по приготовлению кормов
16165,Оператор чаеперерабатывающей линии
16167,Оператор чесально-вязального оборудования
16170,Оператор чесального оборудования
16171,Оператор чесально-дублировочного агрегата
16179,Оператор чесально-ленточного агрегата
16183,Оператор чистильной машины
16185,Оператор швейного оборудования
16187,Оператор ширильного оборудования
16189,Оператор шлихтовального оборудования
16191,Оператор щита (пульта) управления преобразовательной подстанции
16195,Оператор электроакустических измерений
16197,Оператор электрогидравлической очистки отливок
16199,Оператор электронно-вычислительных и вычислительных машин
16200,Оператор электронного набора и верстки
16201,Оператор электронных автоматов по изготовлению форм высокой печати
16202,Оператор электронного цветоделения
16203,Оператор электронных гравировальных автоматов по изготовлению форм глубокой печати
16207,Оператор электростатической обработки
16209,Оператор электрохимической очистки заготовок
16211,Оператор элионных процессов
16213,Оператор этикетировочного станка
16215,Опиловщик камня
16217,Опиловщик папье-маше
16219,Опиловщик фасонных отливок
16221,Опиловщик фибры
16223,Опиловщик черни
16225,Оплавщик изделий
16227,Оплавщик стекла
16229,Оплавщик полотна и изделий
16231,Оплетчик деталей
16233,Оплетчик проводов и кабелей
16235,Оплетчик стекложгутов
16237,Оправщик огнеупорных изделий
16239,Оправщик-чистильщик
16241,Оправщик электрокерамических изделий
16243,Опрессовщик кабелей и проводов пластикатами и резиной
16245,Опрессовщик кабелей свинцом или алюминием
16247,Опрессовщик труб
16249,Опрокидчик
16251,Оптик
16253,Оптик медицинский
16255,Оптик-механик
16257,Оптик элементов квантовых приборов
16259,Опылитель форм и металла серным порошком
16263,Осветитель
16265,Освинцевальщик
16267,Осмольщик бочек
16269,Осмотрщик вагонов
16271,Осмотрщик гидротехнических сооружений
16273,Осмотрщик нефтеналивных емкостей
16275,Осмотрщик-ремонтник вагонов
16277,Остекловщик резисторов
16278,Отбельщик
16279,Отбельщик
16281,Отбельщик агарового студня
16283,Отбельщик коагулята
16288,Отбивщик ртути
16290,Отборщик анатомического материала
16292,Отборщик геологических проб
16294,Отварщик
16296,Отварщик коконных отходов
16298,Отводчик
16300,Отделочник валяльно-войлочных изделий
16302,Отделочник волокна (льняное производство)
16304,Отделочник волокна (производство текстильной галантереи)
16306,Отделочник ворса
16308,Отделочник головных уборов
16310,Отделочник деталей игрушек
16312,Отделочник железобетонных изделий
16314,Отделочник изделий из древесины
16319,"Отделочник изделий, полуфабрикатов, материалов"
16320,Отделочник искусственного каракуля
16322,Отделочник карандашей на автомате
16324,Отделочник кинофотоматериалов
16326,Отделочник литых бумажных изделий
16328,Отделочник материалов и готовых изделий
16330,Отделочник меховых шкурок
16332,Отделочник резиновых изделий
16334,Отделочник ткани
16336,Отделочник химических волокон
16338,Отделочник художественных изделий
16342,Отделывальщик клише
16344,Отделывальщик фотолитер
16346,Отделывальщик шрифтовой продукции
16348,Отдельщик выдувных изделий
16350,Отжигальщик-вакуумщик
16352,Отжигальщик изделий
16354,Отжигальщик кабельных изделий
16356,Отжигальщик прецизионной стали и сплавов
16358,Отжигальщик стеклоизделий
16360,Отжигальщик цветных металлов
16362,Отжимщик
16363,Отжимщик
16364,Отжимщик белья на центрифугах
16367,Отжимщик воздуха и влаги из камер
16369,Отжимщик массы
16371,Отжимщик холстов
16373,Откачник-вакуумщик
16375,Откладчик изделий в опечки
16377,Отливщик
16379,Отливщик валиков
16381,Отливщик литых бумажных изделий
16383,Отливщик натриевых болванок
16385,Отливщик фарфоровых и фаянсовых изделий
16387,Отломщик стекла от машин
16389,Отметчик ареометров
16391,Отметчик термометров
16393,Отопщик на карусельной машине
16395,Отпарщик-прессовщик
16397,Отрезчик ленты стекла
16399,Официант
16401,Оформитель готовой продукции
16403,Оформитель диапозитивных фильмов
16405,Оформитель игрушек
16407,Оформитель коллекций
16409,"Оформитель табло, виньеток и альбомов"
16411,Охлаждальщик ткани
16413,Охотник промысловый
16415,Оцинковщик горячим способом
16417,Оцинковщик-хромировщик диффузионным способом
16419,Очесывальщик барабанов
16425,Пантографист
16426,Парафинировщик
16427,Парафинировщик
16429,Парафинировщик изделий
16431,Парафинировщик керамических и фарфоровых изделий
16433,Парафинировщик художественных изделий
16435,Парашютист (десантник)-пожарный
16437,Парикмахер
16445,Паркетчик
16448,Парусник
16450,Пастижер
16452,Патинировщик
16454,Патронист рисунков
16456,Паяльщик
16458,Паяльщик пакетов конденсаторов
16460,Паяльщик по винипласту
16462,Паяльщик по свинцу (свинцовопаяльщик)
16464,Паяльщик радиодеталей
16466,Паяльщик сеток и шинок на стекле
16468,Паяльщик труб
16472,Пекарь
16476,Пекарь-мастер
16478,Пекоплавщик
16480,Переводчик обойных рисунков
16482,Переводчик печати и рисунка
16484,Переводчик рисунков
16486,Переводчик форм глубокой печати
16488,Перегонщик печей и трансбордерных установок
16490,Перезарядчик контактных аппаратов
16492,Перезарядчик сборочных станков
16494,Перезарядчик установки декристаллизации каучука
16495,Перезарядчик фильтр-прессов и диализаторов
16497,Перекатчик ткани и прокладки
16499,Перекристаллизаторщик
16501,Перемотчик
16503,Перемотчик бумаги и бумажной пряжи
16504,Перемотчик ленты
16505,Перемотчик ленты
16507,Перемотчик нити
16509,Перемотчик основ
16511,Перемотчик рулонов
16513,Перемотчик-сортировщик
16515,Перемотчик стеклоткани
16517,Перемотчик электроизоляционных материалов
16519,Переплетчик
16521,Переплетчик документов
16523,Переработчик радиоактивных отходов
16525,Пересадчик сетей
16527,Перетяжчик перчаточной кожи
16529,Перфораторщик
16530,Перфораторщик
16531,Перфораторщик
16532,Перфораторщик магнитных лент
16534,Перфораторщик пленок из пластических масс
16536,Перфораторщик фольги
16538,Пескослепщик
16540,Пескоструйщик
16542,Пескоструйщик по стеклу
16544,Печатник брайлевской печати
16546,Печатник высокой печати
16548,Печатник глубокой печати
16550,Печатник диаграммной продукции
16552,Печатник металлографских оттисков
16554,Печатник металлографской печати
16556,Печатник миллиметровки
16558,Печатник на линолеуме
16560,Печатник орловской печати
16562,Печатник печатно-высекального автомата
16564,Печатник плоской печати
16566,Печатник по жести
16568,Печатник субтитрования
16570,Печатник-тиснильщик
16572,Печатник трафаретной печати
16573,Печатник флексографской печати
16575,Печатник циферблатов
16577,Печатник эстампа
16580,Печевой восстановления железа и отжига железных порошков
16581,Печевой в производстве цинковой пыли
16583,Печевой иодиодного рафинирования
16585,Печевой на вельцпечах
16587,Печевой на восстановлении и дистилляции титана и редких металлов
16589,Печевой на получении цинкового купороса
16593,Печевой по восстановлению никелевого порошка
16594,Печевой по восстановлению термическим способом
16596,Печевой по переработке титаносодержащих и редкоземельных материалов
16598,Печевой по производству трехокиси сурьмы
16600,Печник
16602,Пилоправ
16606,Пильщик
16608,Пирометрист
16611,Пиротехник
16613,Плавильщик
16614,Плавильщик
16615,Плавильщик абразивных материалов
16617,Плавильщик бариевого электролита
16619,Плавильщик вторичного олова
16621,Плавильщик изделий из кварцевого непрозрачного стекла
16624,Плавильщик-литейщик прецизионных сплавов
16626,Плавильщик металла и сплавов
16628,Плавильщик металла на вакуумных печах
16630,Плавильщик нафталина и фенолов
16632,Плавильщик обезвоженного кварцевого стекла
16634,Плавильщик огнеупорного сырья
16636,Плавильщик пищевого жира
16638,Плавильщик раскислителей
16640,Плавильщик свинцовых сплавов
16642,Плавильщик синтетических шлаков
16644,Плавильщик стекловолокна
16645,Плавильщик ферросплавов
16647,Плавильщик циклонной установки
16649,Плавильщик шоопсплава и висмута
16651,Плавильщик электронно-лучевой плавки
16653,Плавильщик эмали
16655,"Плакировщик алмазных порошков, кристаллов и сверхтвердых материалов"
16657,Плакировщик изделий
16659,Плакировщик полимерных материалов на металл
16661,Планиметрист
16663,Пластикаторщик
16665,Плетельщик мебели
16667,Плиссировщик-гофрировщик
16668,Плодоовощевод
16669,Пломбировщик вагонов и контейнеров
16671,Плотник
16673,Плотник судовой
16675,Повар
16676,Повар судовой
16680,Повертальщик
16682,Поверяльщик веретен
16684,Поверяльщик разводок
16686,Подборщик авровых основ
16690,Подборщик камней
16692,Подборщик пресс-материалов
16694,Подборщик расцветок искусственных зубов
16698,Подборщик ставок
16700,Подборщик стекла
16701,Подборщик-учетчик абразивных изделий
16705,Подгонщик катушек
16707,Подгонщик шунтов
16709,Подготовитель бассейнов
16711,Подготовитель белья для глажения
16715,Подготовитель пищевого сырья и материалов
16717,Подготовитель прокатного инструмента
16719,Подготовитель составов к разливке плавок
16721,Подготовитель сталеразливочных канав
16723,Подготовщик исходного материала
16725,Подготовщик камер и рукавов
16727,Подготовщик набивочных и настилочных материалов
16729,Подготовщик основы для мультипликационных рисунков
16731,Подготовщик паковок и целлюлозы
16735,Подготовщик сетематериалов
16736,Подготовщик сырья
16738,Поддувщик изделий
16740,Подинщик
16742,Подклейщик стекловолокнистых материалов
16744,"Подносчик сырья, полуфабрикатов, химических материалов и отходов производства в отмочно-зольных, дубильно-красильных и жировальных цехах"
16746,"Подносчик сырья, полуфабрикатов, химических материалов и отходов производства в сырейных, дубильно-красильных и формалиновых цехах"
16748,Подручный вальцовщика стана горячего проката труб
16750,Подручный вальцовщика стана горячей прокатки
16752,Подручный вальцовщика стана холодного проката труб
16754,Подручный вальцовщика стана холодной прокатки
16756,Подручный сталевара вакуумной печи
16758,Подручный сталевара конвертера
16760,Подручный сталевара мартеновской печи
16762,Подручный сталевара печи прямого восстановления железа
16764,Подручный сталевара установки внепечной обработки стали
16765,Подручный сталевара установки электрошлакового переплава
16767,Подручный сталевара электропечи
16771,Подсобный рабочий
16773,Подсобный рабочий на лесозаготовках
16775,Подсобный рабочий на лесосплаве
16777,Подсобный рабочий на подсочке леса
16779,Подшкипер
16781,Пожарный
16783,Поездной электромеханик
16785,Позолотчик художественных изделий
16786,Полевой (путевой) рабочий изыскательской русловой партии
16787,Поливщик-лакировщик фотоматериалов
16789,Поливщик магнитных дорожек
16791,Поливщик светофильтров
16795,Полимеризаторщик
16797,Полимеризаторщик металлических форм и листов
16799,Полировщик
16800,Полировщик
16801,Полировщик водородным пламенем
16803,Полировщик волок из алмазов и сверхтвердых материалов
16804,Полировщик игл
16806,Полировщик изделий из бумаги
16810,Полировщик листов и лент
16812,Полировщик лопаток
16814,Полировщик музыкальных инструментов
16816,Полировщик оптических деталей
16818,Полировщик стекла и стеклоизделий
16819,Полировщик стеклоизделий кислотой
16821,Полировщик технических камней
16823,Полировщик формных цилиндров глубокой печати
16825,Полировщик хирургических инструментов и аппаратов
16827,Полировщик художественных изделий
16829,Полировщик шрота
16831,Полотер
16833,Поляризатор
16835,Помощник бурильщика капитального ремонта скважин
16837,Помощник бурильщика плавучего бурильного агрегата в море
16839,Помощник бурильщика эксплуатационного и разведочного бурения скважин на нефть и газ (второй)
16840,Помощник бурильщика эксплуатационного и разведочного бурения скважин на нефть и газ (первый)
16842,Помощник бурильщика эксплуатационного и разведочного бурения скважин при электробурении
16844,Помощник воспитателя
16848,Помощник мастера
16849,Помощник мастера
16856,Помощник машиниста дизельпоезда
16860,Помощник машиниста (обжигальщика) вращающихся печей
16861,Помощник машиниста (обжигальщика) шахтных печей
16863,Помощник машиниста паровоза
16876,Помощник машиниста сырьевых мельниц
16878,Помощник машиниста тепловоза
16880,Помощник машиниста тягового агрегата
16882,Помощник машиниста угольных мельниц
16883,Помощник машиниста цементных мельниц
16885,Помощник машиниста электровоза
16887,Помощник машиниста электропоезда
16891,Помощник механика
16907,Помощник шкипера
16909,Портной
16911,Порционист лао-ча
16913,Посадчик металла
16917,Постановщик-выгрузчик абразивных изделий
16919,Постовой (разъездной) рабочий судоходной обстановки
16921,Посыпщик слюдой
16923,Починщик шпона и фанеры
16925,Почтальон
16926,Пошивщик изделий
16932,Правильщик вручную
16934,Правильщик на машинах
16936,Правильщик при стеклоформующей и отопочной машине
16938,Правильщик проката и труб
16940,Правильщик роговых пластин
16942,Правщик абразивных кругов
16944,Правщик меховых шкурок и скроев изделий
16946,Правщик проволоки и плетенки
16948,Правщик технологической оснастки
16950,Препаратор
16953,Препаратор биологических объектов
16955,Препаратор ветеринарный
16957,Препаратор по анатомии
16959,Препаратор по микрозоологии
16961,Препаратор производства биосинтетических лечебных средств
16963,Препаратор производства стекловидного тела
16965,Препаратор скелетов мелких животных
16966,Препаратор срезов по анатомии
16968,Препараторщик
16969,Прессовщик
16970,Прессовщик
16971,Прессовщик
16972,Прессовщик агломератов
16974,Прессовщик асбестоцементных изделий
16975,Прессовщик асфальтовых плиток
16977,Прессовщик блоков целлулоида
16979,Прессовщик бумагоделательной (картоноделательной) машины
16981,Прессовщик валяльно-войлочных изделий и шкурок
16983,Прессовщик волокна (льняное производство)
16985,Прессовщик волокна (пенькоджутовое производство)
16987,Прессовщик-вулканизаторщик
16989,Прессовщик-выдувщик целлулоидных изделий
16991,Прессовщик горячего стекла
16993,Прессовщик горячего формования
16995,Прессовщик горячих труб
16997,Прессовщик готовой продукции и отходов
16999,Прессовщик деталей для игрушек
17001,Прессовщик древесных и костровых плит
17002,Прессовщик заготовок для шпальтовых сит
17004,Прессовщик изделий из древесины
17005,Прессовщик изделий из металлических порошков
17006,Прессовщик изделий из оптического стекла и кристаллов
17008,Прессовщик изделий из пластмасс
17010,Прессовщик изделий из рогового порошка
17012,Прессовщик изделий из стеклопорошка
17014,Прессовщик изделий строительной керамики
17016,Прессовщик изделий электронной техники
17018,Прессовщик изоляционных материалов
17020,Прессовщик инструментов из алмазных порошков и сверхтвердых материалов
17022,Прессовщик карандашных блоков
17024,Прессовщик картонажных изделий
17026,Прессовщик картона и фибры
17028,Прессовщик кирпичного чая
17030,Прессовщик клеильно-сушильной машины
17032,Прессовщик кож
17034,Прессовщик колес и бандажей
17035,Прессовщик колесных пар
17037,Прессовщик коллагенового жгута
17039,Прессовщик коры
17042,Прессовщик листовых материалов
17044,Прессовщик литых бумажных изделий
17046,Прессовщик лома и отходов металла
17048,Прессовщик махорочной пыли
17050,Прессовщик миканита и микалекса
17052,Прессовщик молетов
17054,Прессовщик на гидропрессах
17056,Прессовщик на горячей штамповке
17058,Прессовщик на испытании труб и баллонов
17060,Прессовщик нафталина
17062,Прессовщик обмазочного пресса
17064,Прессовщик огнеупорных изделий
17065,Прессовщик оптической керамики
17067,Прессовщик-освинцовщик рукавов
17069,Прессовщик отжимной машины
17071,Прессовщик-отжимщик пищевой продукции
17072,Прессовщик отходов
17073,Прессовщик отходов
17075,Прессовщик пергаментной машины
17077,Прессовщик перевязочных материалов
17079,Прессовщик пленочных материалов пресс-рулонным методом
17081,Прессовщик плит из тростника
17083,Прессовщик плиточного чая
17085,Прессовщик полуфабриката макаронных изделий
17087,Прессовщик пресспата
17089,Прессовщик-прошивщик рельсовых скреплений
17091,Прессовщик растительного войлока
17093,Прессовщик ровничной машины
17096,Прессовщик рыбной муки
17098,Прессовщик рядна из-под табака
17100,"Прессовщик секций, катушек и изоляционных деталей электрических машин и аппаратов"
17102,Прессовщик слюдопластов
17104,Прессовщик стальных профилей на установке гидроэкструзии
17106,Прессовщик стеклопакетов
17108,Прессовщик стекол
17110,Прессовщик стеновых изделий
17112,Прессовщик стержней
17114,Прессовщик сыра
17115,Прессовщик сырья и волокна
17117,Прессовщик твердых сплавов
17119,Прессовщик теплоизоляционных изделий
17121,Прессовщик ткани
17123,Прессовщик торфоплит
17125,Прессовщик труб и профилей
17127,Прессовщик туб
17129,Прессовщик фарфоровых труб
17130,Прессовщик-формовщик пищевой продукции
17132,Прессовщик химического волокна
17134,Прессовщик хлопковой целлюлозы и отходов целлулоида
17136,Прессовщик электродной продукции
17138,Прессовщик электродов и элементов
17140,Прессовщик электрокерамических изделий в резиновых формах
17142,Прессовщик электрокерамических изделий из пластических масс
17144,Прессовщик электрокерамических изделий из порошковых масс
17146,Прессовщик электротехнических изделий
17148,Прессовщик электроугольных изделий
17149,Приборист
17150,Приборист
17152,Привязывальщик
17154,"Приготовитель абразивных порошков, паст и мастик"
17156,Приготовитель активных масс
17158,Приготовитель ангоба и глазури
17160,Приготовитель белковых масс
17162,Приготовитель бурового раствора
17164,Приготовитель водорослевого порошка и крупки
17166,Приготовитель волокна
17168,Приготовитель грунтовых составов
17169,Приготовитель дражировочной массы
17170,"Приготовитель заправочных, огнеупорных материалов и термических смесей"
17172,Приготовитель композиционных блоков
17174,Приготовитель кормов
17177,Приготовитель крахмального молока
17178,Приготовитель крупки органического стекла
17180,Приготовитель кулинарных изделий из мяса птицы и кроликов
17182,"Приготовитель лаков, красок и левкаса"
17184,Приготовитель масс
17186,Приготовитель мелассного сусла
17188,Приготовитель молочных коктейлей
17190,Приготовитель морса
17192,Приготовитель напитков
17194,Приготовитель нюхательной махорки и табака
17196,Приготовитель оптических клеев
17198,Приготовитель питательных растворов
17200,Приготовитель пробковой крупы
17202,Приготовитель пропиточного состава
17203,Приготовитель пульпы
17205,Приготовитель разделительной пасты
17207,Приготовитель растворов и масс
17209,Приготовитель растворов и смесей
17211,Приготовитель растворов и электролитов
17213,Приготовитель растворов красителей
17215,Приготовитель реактивной воды
17217,Приготовитель склеивающего состава
17219,Приготовитель смесей и масс медицинского назначения
17221,Приготовитель спичечных масс
17223,Приготовитель стиральных растворов
17225,Приготовитель сухих пивных дрожжей
17227,Приготовитель технических жиров
17229,Приготовитель тресты
17231,Приготовитель уплотняющих растворов и паст
17233,Приготовитель шампанского
17234,Приготовитель шихты полупроводниковых материалов
17236,Приготовитель электролита и флюса
17238,Приготовитель электропроводного слоя
17240,Приготовитель эмалевых порошков
17242,Приготовитель эмульсий
17244,Приемосдатчик груза и багажа
17246,Приемосдатчик груза и багажа в поездах
17248,Приемщик баллонов
17250,Приемщик биологических материалов
17252,Приемщик драгоценных металлов и сырья
17254,Приемщик заказов
17256,Приемщик золота стоматологических учреждений (подразделений)
17258,"Приемщик материалов, полуфабрикатов и готовых изделий"
17259,"Приемщик материалов, полуфабрикатов и готовых изделий"
17261,Приемщик молочной продукции
17263,Приемщик на машинах и агрегатах
17265,Приемщик-отправитель
17266,Приемщик перопухового сырья
17268,Приемщик плавсредств
17270,Приемщик поездов
17272,Приемщик покрышек
17274,Приемщик пункта проката
17276,Приемщик-раздатчик золотосодержащих препаратов
17278,Приемщик руды и асбеста
17280,Приемщик-сдатчик пищевой продукции
17282,Приемщик сельскохозяйственных продуктов и сырья
17284,Приемщик скота
17286,Приемщик солодкового корня
17288,Приемщик-сортировщик живой птицы и кроликов
17290,Приемщик сырья
17292,Приемщик сырья для клея
17294,"Приемщик сырья, полуфабрикатов и готовой продукции"
17296,Приемщик товаров
17298,Приемщик трамваев и троллейбусов
17300,Приемщик яиц
17302,Прикатчик напыленных изделий
17304,Присучальщик основ
17306,Притирщик стеклоизделий
17308,Пробивальщик-продувальщик труб
17310,Пробист высокой печати
17312,Пробист плоской печати
17314,Пробоотборщик
17316,Проборщик
17320,Пробуторщик малолитражной драги
17322,Проверщик судовой
17324,Проводник
17328,Проводник (вожатый) служебных собак
17330,Проводник на геологических поисках и съемке
17334,Проводник пассажирского вагона
17336,Проводник по сопровождению грузов и спецвагонов
17339,Проводник по сопровождению животных
17341,Проводник по сопровождению локомотивов и пассажирских вагонов в нерабочем состоянии
17347,Проводник-электромонтер почтовых вагонов
17349,Привязывальщик мотков
17351,Продавец непродовольственных товаров
17353,Продавец продовольственных товаров
17355,Прожекторист
17357,Прожигальщик медицинских изделий
17359,Прокальщик
17361,Прокальщик зерна и шлифпорошков
17363,Прокальщик на печах
17365,Прокальщик порошка для кабеля
17532,Рабочий карты намыва
17367,Прокальщик электроугольного производства
17369,Прокатчик горячего металла
17371,Прокатчик кож
17373,Прокатчик пленки
17375,Прокатчик слюды
17377,Прокатчик фарфоровых труб
17379,Прокатчик шаров
17381,Проклеивальщик
17383,Проклеивальщик ватилина
17385,Проклейщик массы
17387,Промазчик форм
17389,Промывальщик волокнистых материалов
17391,Промывальщик геологических проб
17393,Промывальщик котлов паровозов
17395,Промывальщик-пропарщик цистерн
17397,Промывальщик сырья
17399,Промывальщик технических сукон
17401,Промывщик бриллиантов и алмазов
17403,Промывщик гидроксала
17405,Промывщик деталей и узлов
17407,Промывщик камней
17409,Промывщик оптических деталей
17411,Промывщик целлюлозы
17412,Промышленный альпинист
17413,Пропарщик
17415,Пропарщик асбестоцементных и асбестосилитовых изделий
17417,Пропарщик лао-ча
17420,Пропарщик-проварщик древесины
17422,Пропарщик стеновых материалов
17423,Пропитчик
17424,Пропитчик
17425,Пропитчик
17426,Пропитчик бумаги и бумажных изделий
17428,Пропитчик бумаги и тканей
17430,Пропитчик кабелей и проводов
17432,Пропитчик карандашных дощечек
17434,Пропитчик пиломатериалов и изделий из древесины
17436,Пропитчик по огнезащитной пропитке
17438,Пропитчик слюдопластовых материалов
17440,Пропитчик стержней
17442,Пропитчик шпона
17444,Пропитчик электротехнических изделий
18105,Садчик
17446,Пропитывальщик пожарных рукавов
17448,Просевальщик материалов
17450,Просевальщик порошков
17451,Просевальщик (рассевальщик)
17453,Просевальщик сыпучих материалов
17455,Просевальщик технической продукции
17457,Просевальщик фарматуры и отходов
17459,Просевальщик фтористого натрия и извести-пушонки
17461,Просевщик
17463,Просевщик бисера
17465,Просевщик порошков на механических ситах
17467,Просеивальщик
17469,Просмотрщик ампул с инъекционными растворами
17471,Просмотрщик продукции медицинского назначения
17473,Протирщик изделий
17475,Протирщик стеарата кальция
17477,Протирщик часовых стекол
17479,Протирщик электровакуумных приборов
17481,Протравщик хлопковых семян
17483,Протравщик шкурок
17485,Протяжчик
17487,Протяжчик штурвалов
17489,Профилировщик
17491,Проходчик
17493,Проходчик горных склонов
17495,Проходчик на поверхностных работах
17497,Проявщик кинопленки
17499,Пружинщик
17501,Прядильщик
17503,Птицевод
17505,Пудровщик
17507,Пудровщик оттисков деколи
17509,Пультовщик конвертера
17511,Пультовщик электроплавильной печи
17513,Пульфонщик
17517,Путевой рабочий на озере
17519,Путевой рабочий тральной бригады
17521,Пчеловод
17523,Пятновыводчик
17524,Рабочий береговой
17525,Рабочий бюро бытовых услуг
17530,Рабочий зеленого строительства
17531,Рабочий зеленого хозяйства
17534,Рабочий на геологосъемочных и поисковых работах
17536,Рабочий на геофизических работах
17540,Рабочий на подаче химикатов
17541,Рабочий по обслуживанию бани
17542,Рабочий плодоовощного хранилища
17543,Рабочий по благоустройству населенных пунктов
17544,Рабочий по комплексному обслуживанию и ремонту зданий
17545,Машинист по стирке и ремонту спецодежды
17546,Рабочий по уходу за животными
17547,Рабочий производственных бань
17549,Рабочий противолавинной защиты
17550,Рабочий ритуальных услуг
17551,Радиометрист
17553,Радиомеханик по обслуживанию и ремонту радиотелевизионной аппаратуры
17556,Радиомеханик по ремонту радиоэлектронного оборудования
17560,Радиомонтажник судовой
17562,Радиомонтер приемных телевизионных антенн
17564,Радиооператор
17566,Радиотелеграфист
